memory_percent,cpu_percent,username,pid,name,timestamp
0.21815719102234216,0.0,ALDHAIR-DESKTOP\Aldhair,9368,svchost.exe,2025-06-09T07:51:17.979454
0.056373107238052035,0.0,,9396,DDVCollectorSvcApi.exe,2025-06-09T07:51:17.988737
0.03198644736630086,0.0,,9420,crashpad_handler.exe,2025-06-09T07:51:17.996749
0.035088892261227786,0.0,ALDHAIR-DESKTOP\Aldhair,9452,ApntEx.exe,2025-06-09T07:51:17.998067
0.05252511356992562,0.0,ALDHAIR-DESKTOP\Aldhair,9464,svchost.exe,2025-06-09T07:51:18.016449
0.22385703164325443,0.0,ALDHAIR-DESKTOP\Aldhair,9556,svchost.exe,2025-06-09T07:51:18.016449
0.13867207181510582,0.0,,9580,PresentationFontCache.exe,2025-06-09T07:51:18.025317
0.7882855528761227,0.0,ALDHAIR-DESKTOP\Aldhair,9620,Code.exe,2025-06-09T07:51:18.025317
0.11534361020208941,0.0,ALDHAIR-DESKTOP\Aldhair,9676,taskhostw.exe,2025-06-09T07:51:18.025317
0.07135623258331929,0.0,ALDHAIR-DESKTOP\Aldhair,9700,conhost.exe,2025-06-09T07:51:18.026738
0.12217379896301381,0.0,ALDHAIR-DESKTOP\Aldhair,9892,msedgewebview2.exe,2025-06-09T07:51:18.026738
0.020682965966179502,0.0,ALDHAIR-DESKTOP\Aldhair,9932,MicTray64.exe,2025-06-09T07:51:18.026738
0.12207759912131065,0.0,,10176,svchost.exe,2025-06-09T07:51:18.038002
0.12385729619281913,0.0,,10300,svchost.exe,2025-06-09T07:51:18.048453
0.07722442292721207,0.0,,10420,AggregatorHost.exe,2025-06-09T07:51:18.059469
1.256923081733069,0.0,ALDHAIR-DESKTOP\Aldhair,10612,explorer.exe,2025-06-09T07:51:18.059469
0.15524249454847522,0.0,ALDHAIR-DESKTOP\Aldhair,10672,mc-fw-host.exe,2025-06-09T07:51:18.060468
0.08602670844305126,0.0,ALDHAIR-DESKTOP\Aldhair,10732,igfxEM.exe,2025-06-09T07:51:18.061468
0.03381424435866091,0.0,ALDHAIR-DESKTOP\Aldhair,10916,dptf_helper.exe,2025-06-09T07:51:18.061468
0.017075471902310985,0.0,,11000,MicrosoftEdgeUpdate.exe,2025-06-09T07:51:18.072469
0.047474621880509695,0.0,,11200,jhi_service.exe,2025-06-09T07:51:18.083641
0.1465123589139134,0.0,ALDHAIR-DESKTOP\Aldhair,11288,WavesSvc64.exe,2025-06-09T07:51:18.084658
0.03949003501914738,0.0,,11296,svchost.exe,2025-06-09T07:51:18.095862
0.11454996150803834,0.0,,11484,svchost.exe,2025-06-09T07:51:18.105910
0.06587284160623914,0.0,,11704,conhost.exe,2025-06-09T07:51:18.116488
0.209811854754593,0.0,,11812,WmiPrvSE.exe,2025-06-09T07:51:18.126094
0.052356763846945084,0.0,,11836,svchost.exe,2025-06-09T07:51:18.136294
0.18124050176875434,0.0,ALDHAIR-DESKTOP\Aldhair,11864,chrome.exe,2025-06-09T07:51:18.137507
0.9480734899450723,0.0,,13016,Dell.CoreServices.Client.exe,2025-06-09T07:51:18.148696
0.752042262514457,0.0,,13036,Dell.TechHub.DataManager.SubAgent.exe,2025-06-09T07:51:18.159108
0.02982195092797975,0.0,,13044,svchost.exe,2025-06-09T07:51:18.169592
0.4264538982701104,0.0,,13072,Dell.Update.SubAgent.exe,2025-06-09T07:51:18.182114
0.07474727700335569,0.0,,13096,conhost.exe,2025-06-09T07:51:18.190959
0.07477132696378148,0.0,,13112,conhost.exe,2025-06-09T07:51:18.203173
0.178643106042769,0.0,ALDHAIR-DESKTOP\Aldhair,13120,Code.exe,2025-06-09T07:51:18.203173
1.1834023527114286,0.0,,13128,Dell.TechHub.Instrumentation.SubAgent.exe,2025-06-09T07:51:18.214215
0.06370834516791803,0.0,,13140,svchost.exe,2025-06-09T07:51:18.224868
0.7670975377410016,0.0,,13180,Dell.TechHub.Diagnostics.SubAgent.exe,2025-06-09T07:51:18.235251
0.07498777660761359,0.0,,13192,conhost.exe,2025-06-09T07:51:18.246547
0.8592329361322035,0.0,,13212,Dell.TechHub.Analytics.SubAgent.exe,2025-06-09T07:51:18.256149
0.07477132696378148,0.0,,13224,conhost.exe,2025-06-09T07:51:18.266102
0.5529085901889149,0.0,,13228,svchost.exe,2025-06-09T07:51:18.275928
0.07486752680548464,0.0,,13292,conhost.exe,2025-06-09T07:51:18.286171
0.20930680558565143,0.0,,13452,svchost.exe,2025-06-09T07:51:18.295208
0.05928315244957264,0.0,,13720,svchost.exe,2025-06-09T07:51:18.303741
0.16373213057877914,0.0,,13900,mc-neo-host.exe,2025-06-09T07:51:18.312947
0.06459819370367226,0.0,ALDHAIR-DESKTOP\Aldhair,13920,mc-extn-browserhost.exe,2025-06-09T07:51:18.312947
0.08318881311280803,0.0,,13972,svchost.exe,2025-06-09T07:51:18.320955
0.4373004304221418,0.0,,14004,sqlceip.exe,2025-06-09T07:51:18.328954
0.0730397298131246,0.0,ALDHAIR-DESKTOP\Aldhair,14192,CodeSetup-stable-258e40fedc6cb8edf399a463ce3a9d32e7e1f6f3.exe,2025-06-09T07:51:18.329955
0.18357334793005597,0.0,ALDHAIR-DESKTOP\Aldhair,14276,FxSound.exe,2025-06-09T07:51:18.329955
0.09997568549000953,0.0,ALDHAIR-DESKTOP\Aldhair,14312,svchost.exe,2025-06-09T07:51:18.330951
0.34232713670069653,0.0,ALDHAIR-DESKTOP\Aldhair,14548,Widgets.exe,2025-06-09T07:51:18.332024
1.2771490984511584,0.0,ALDHAIR-DESKTOP\Aldhair,14596,chrome.exe,2025-06-09T07:51:18.332024
0.2251797794666729,0.0,ALDHAIR-DESKTOP\Aldhair,14644,chrome.exe,2025-06-09T07:51:18.333305
0.22414563116836392,0.0,ALDHAIR-DESKTOP\Aldhair,14676,RuntimeBroker.exe,2025-06-09T07:51:18.333305
0.32770476076181615,0.0,ALDHAIR-DESKTOP\Aldhair,14736,RuntimeBroker.exe,2025-06-09T07:51:18.333305
0.11224116530716248,0.0,ALDHAIR-DESKTOP\Aldhair,14804,svchost.exe,2025-06-09T07:51:18.334527
0.23472761375571155,0.0,ALDHAIR-DESKTOP\Aldhair,14916,esrv.exe,2025-06-09T07:51:18.334527
0.08624315808688338,0.0,,14956,sppsvc.exe,2025-06-09T07:51:18.344620
0.5514415426029416,0.0,,15008,ServiceShell.exe,2025-06-09T07:51:18.353619
0.5597387789498393,0.0,ALDHAIR-DESKTOP\Aldhair,15072,DSATray.exe,2025-06-09T07:51:18.354623
0.2015386683681212,0.0,,15100,SearchIndexer.exe,2025-06-09T07:51:18.362968
0.010654132468625023,0.0,,15152,BraveCrashHandler64.exe,2025-06-09T07:51:18.372972
0.10695017401348866,0.0,ALDHAIR-DESKTOP\Aldhair,15160,dllhost.exe,2025-06-09T07:51:18.373971
0.0708511834143777,0.0,,16048,svchost.exe,2025-06-09T07:51:18.382972
0.4447799681145625,0.0,ALDHAIR-DESKTOP\Aldhair,16076,TextInputHost.exe,2025-06-09T07:51:18.383986
0.0479556210890255,0.0,,16396,svchost.exe,2025-06-09T07:51:18.393628
0.09456444439420675,0.0,,16648,svchost.exe,2025-06-09T07:51:18.403897
0.02390566066323538,0.0,ALDHAIR-DESKTOP\Aldhair,17156,LocationNotificationWindows.exe,2025-06-09T07:51:18.403897
2.3651693081139036,0.0,,17240,SupportAssistAgent.exe,2025-06-09T07:51:18.414368
0.09682514067423102,0.0,,17560,svchost.exe,2025-06-09T07:51:18.424373
1.7201974694150641,0.0,ALDHAIR-DESKTOP\Aldhair,17632,chrome.exe,2025-06-09T07:51:18.424373
0.05081756637969452,0.0,ALDHAIR-DESKTOP\Aldhair,17712,chrome.exe,2025-06-09T07:51:18.425330
0.03807108735402576,0.0,ALDHAIR-DESKTOP\Aldhair,17800,conhost.exe,2025-06-09T07:51:18.426330
0.38501581645647404,0.0,ALDHAIR-DESKTOP\Aldhair,17900,powershell.exe,2025-06-09T07:51:18.426330
0.9515126342859602,0.0,ALDHAIR-DESKTOP\Aldhair,17984,chrome.exe,2025-06-09T07:51:18.427323
0.34504478222881085,0.0,ALDHAIR-DESKTOP\Aldhair,18116,chrome.exe,2025-06-09T07:51:18.427323
0.3529812691693216,0.0,ALDHAIR-DESKTOP\Aldhair,18128,chrome.exe,2025-06-09T07:51:18.428388
0.13696452462487474,0.0,ALDHAIR-DESKTOP\Aldhair,18172,chrome.exe,2025-06-09T07:51:18.428388
0.5834760898900941,0.0,ALDHAIR-DESKTOP\Aldhair,18268,chrome.exe,2025-06-09T07:51:18.429552
4.751310181719096,0.0,ALDHAIR-DESKTOP\Aldhair,18464,Code.exe,2025-06-09T07:51:18.429552
0.39807494496767803,0.0,ALDHAIR-DESKTOP\Aldhair,18480,powershell.exe,2025-06-09T07:51:18.430853
0.3848715166939193,0.0,ALDHAIR-DESKTOP\Aldhair,18524,powershell.exe,2025-06-09T07:51:18.430853
0.0742422278344141,0.0,ALDHAIR-DESKTOP\Aldhair,18536,conhost.exe,2025-06-09T07:51:18.432060
0.5819368924228435,0.0,ALDHAIR-DESKTOP\Aldhair,18552,Code.exe,2025-06-09T07:51:18.432060
0.10935517005606767,0.0,,18716,DDVRulesProcessor.exe,2025-06-09T07:51:18.442348
0.02390566066323538,0.0,ALDHAIR-DESKTOP\Aldhair,18844,cmd.exe,2025-06-09T07:51:18.443307
0.023208211810887464,0.0,ALDHAIR-DESKTOP\Aldhair,19140,cmd.exe,2025-06-09T07:51:18.443307
0.7646203918171453,0.0,ALDHAIR-DESKTOP\Aldhair,19208,Code.exe,2025-06-09T07:51:18.444306
0.07000943479947504,0.0,ALDHAIR-DESKTOP\Aldhair,19304,browserhost.exe,2025-06-09T07:51:18.444306
0.07431437771569147,0.0,ALDHAIR-DESKTOP\Aldhair,19364,conhost.exe,2025-06-09T07:51:18.444306
0.03792678759147102,0.0,ALDHAIR-DESKTOP\Aldhair,19400,conhost.exe,2025-06-09T07:51:18.445615
2.8327005387912636,0.0,ALDHAIR-DESKTOP\Aldhair,19664,chrome.exe,2025-06-09T07:51:18.445615
0.04242413019109377,0.0,ALDHAIR-DESKTOP\Aldhair,19860,msedgewebview2.exe,2025-06-09T07:51:18.446692
0.041053282446823734,0.0,ALDHAIR-DESKTOP\Aldhair,20004,conhost.exe,2025-06-09T07:51:18.446692
0.07597382498507098,0.0,,20132,svchost.exe,2025-06-09T07:51:18.455351
0.6161840360691686,0.0,ALDHAIR-DESKTOP\Aldhair,20164,CrossDeviceService.exe,2025-06-09T07:51:18.456351
0.1403796190053369,0.0,ALDHAIR-DESKTOP\Aldhair,20280,WidgetService.exe,2025-06-09T07:51:18.456351
0.9376117571598536,0.0,ALDHAIR-DESKTOP\Aldhair,20324,chrome.exe,2025-06-09T07:51:18.457347
0.04942266867499869,0.0,ALDHAIR-DESKTOP\Aldhair,20352,msedgewebview2.exe,2025-06-09T07:51:18.457347
0.021741164224914268,0.0,ALDHAIR-DESKTOP\Aldhair,20488,msedgewebview2.exe,2025-06-09T07:51:18.458352
0.049206219031166586,0.0,ALDHAIR-DESKTOP\Aldhair,20536,msedgewebview2.exe,2025-06-09T07:51:18.458352
0.25060058763673304,0.0,ALDHAIR-DESKTOP\Aldhair,20764,CodeSetup-stable-258e40fedc6cb8edf399a463ce3a9d32e7e1f6f3.tmp,2025-06-09T07:51:18.458352
0.14167831686832957,0.0,ALDHAIR-DESKTOP\Aldhair,20964,svchost.exe,2025-06-09T07:51:18.459347
0.05533895893974307,0.0,ALDHAIR-DESKTOP\Aldhair,21132,ShellExperienceHost.exe,2025-06-09T07:51:18.459347
0.1280660392673324,0.0,,21164,svchost.exe,2025-06-09T07:51:18.469002
0.11705115739232051,0.0,,21172,svchost.exe,2025-06-09T07:51:18.478401
1.0105071872104234,0.0,ALDHAIR-DESKTOP\Aldhair,21204,PhoneExperienceHost.exe,2025-06-09T07:51:18.479411
0.0469936226719939,0.0,,21236,svchost.exe,2025-06-09T07:51:18.486765
0.01789317055678785,0.0,,21240,setup.exe,2025-06-09T07:51:18.493732
0.06577664176453597,0.0,ALDHAIR-DESKTOP\Aldhair,21380,RuntimeBroker.exe,2025-06-09T07:51:18.493732
0.06260204698833169,0.0,ALDHAIR-DESKTOP\Aldhair,21860,smartscreen.exe,2025-06-09T07:51:18.494730
0.1726065659758957,0.0,ALDHAIR-DESKTOP\Aldhair,22204,Microsoft.SharePoint.exe,2025-06-09T07:51:18.494730
